Student_ID,Attendance_Pct,AMCAT_Logical,AMCAT_Quant,AMCAT_Verbal,AMCAT_Domain,Score_10th,Score_12th_Diploma,Active_Backlogs,Portal_Logins_Per_Month,Housing,Commute_Time_Mins,OS_CIE,DBMS_CIE,SE_CIE,MDM_CIE,Entrepreneurship_CIE,ICSR_CIE,Risk_Level
STU22395,36,368,384,333,399,64,49,4,10,Hosteller,115,25,29,28,25,33,30,CRITICAL
STU22396,92,751,711,734,724,76,69,0,44,Hosteller,60,58,55,60,60,54,59,SAFE
STU22397,44,334,293,280,321,59,67,4,1,Day-Scholar,85,34,33,31,31,29,24,CRITICAL
STU22398,76,501,510,528,473,63,82,2,20,Day-Scholar,71,33,27,28,37,32,29,WARNING
STU22399,85,669,678,636,636,74,91,0,17,Hosteller,106,39,34,37,43,34,45,SAFE
STU22400,79,396,441,415,454,83,73,1,19,Hosteller,24,28,30,27,26,27,36,WARNING
STU22401,84,492,516,473,516,68,72,1,19,Day-Scholar,58,34,36,45,45,36,40,SAFE
STU22402,87,840,900,894,900,93,83,0,47,Day-Scholar,29,56,56,59,49,55,49,SAFE
STU22403,81,688,744,728,704,69,84,0,48,Day-Scholar,53,50,50,50,53,48,48,SAFE
STU22404,89,693,682,670,674,61,70,0,22,Day-Scholar,59,52,48,45,41,45,51,SAFE
STU22405,83,649,592,555,642,61,70,2,21,Day-Scholar,84,28,30,30,37,28,39,WARNING
STU22406,46,299,312,329,362,74,67,3,9,Day-Scholar,100,22,22,20,25,15,17,CRITICAL
STU22407,46,291,316,329,296,62,54,3,8,Hosteller,87,22,19,17,25,20,28,CRITICAL
STU22408,72,640,643,614,665,69,77,0,10,Hosteller,77,39,34,34,38,35,39,SAFE
STU22409,81,705,770,786,703,73,73,0,37,Hosteller,61,43,43,49,43,51,49,SAFE
STU22410,48,329,327,365,379,65,59,1,8,Day-Scholar,16,19,19,21,18,15,14,CRITICAL
STU22411,82,612,612,554,570,63,61,1,12,Hosteller,50,41,42,34,37,34,37,SAFE
STU22412,91,682,666,695,676,74,64,0,49,Day-Scholar,70,54,60,55,58,52,60,SAFE
STU22413,66,459,453,543,480,86,92,1,15,Day-Scholar,95,35,31,40,37,37,41,WARNING
STU22414,83,798,781,787,790,84,72,0,26,Hosteller,100,45,48,51,47,48,49,SAFE
STU22415,30,276,228,258,256,63,50,3,5,Day-Scholar,40,12,15,12,16,12,7,CRITICAL
STU22416,75,565,492,479,485,74,57,1,20,Hosteller,30,39,44,42,39,38,36,SAFE
STU22417,44,278,225,292,203,68,61,2,5,Day-Scholar,71,18,12,10,9,15,10,CRITICAL
STU22418,78,559,496,485,571,87,58,1,20,Day-Scholar,103,32,28,30,33,32,34,SAFE
STU22419,40,405,398,419,424,64,53,2,10,Day-Scholar,14,16,26,25,19,20,22,CRITICAL
STU22420,71,588,543,557,566,73,85,0,22,Hosteller,58,33,34,35,35,37,37,SAFE
STU22421,100,762,768,714,696,88,94,0,30,Day-Scholar,35,50,55,48,57,47,49,SAFE
STU22422,87,715,663,676,718,90,78,0,26,Hosteller,103,44,42,43,44,51,45,SAFE
STU22423,44,471,461,444,425,59,56,4,10,Day-Scholar,78,16,10,10,9,18,7,CRITICAL
STU22424,68,405,482,432,419,82,84,0,22,Day-Scholar,63,36,48,40,38,36,46,SAFE
STU22425,85,684,698,640,652,82,68,0,21,Day-Scholar,52,58,51,54,54,57,60,SAFE
STU22426,100,874,873,823,858,79,82,0,30,Day-Scholar,101,40,40,43,41,42,43,SAFE
STU22427,75,482,421,444,462,75,74,0,10,Hosteller,38,26,28,28,30,33,30,SAFE
STU22428,83,413,433,429,405,60,65,0,20,Hosteller,66,45,47,44,40,36,42,SAFE
STU22429,73,509,515,505,494,64,58,1,10,Day-Scholar,65,46,37,36,42,47,36,SAFE
STU22430,38,202,243,202,207,50,54,1,4,Hosteller,71,27,22,18,22,24,26,CRITICAL
STU22431,50,424,447,432,432,70,46,3,9,Hosteller,61,27,30,25,31,27,26,CRITICAL
STU22432,93,667,697,659,669,63,71,0,43,Day-Scholar,58,49,45,46,51,45,54,SAFE
STU22433,59,308,232,301,261,70,52,2,8,Hosteller,5,24,19,17,15,19,16,CRITICAL
STU22434,80,391,388,444,393,88,80,1,16,Day-Scholar,91,36,39,40,33,38,31,SAFE
STU22435,88,738,675,678,710,94,90,0,42,Hosteller,112,49,51,46,51,56,58,SAFE
STU22436,73,577,575,607,665,77,69,2,13,Hosteller,31,38,28,31,37,34,39,WARNING
STU22437,74,502,536,550,503,64,68,0,17,Day-Scholar,52,41,43,35,41,43,35,SAFE
STU22438,67,618,658,687,614,77,84,1,25,Day-Scholar,109,37,43,46,40,39,42,SAFE
STU22439,47,428,503,475,504,72,40,2,10,Hosteller,78,24,28,22,21,22,18,CRITICAL
STU22440,79,603,613,564,536,68,88,2,16,Day-Scholar,55,36,36,31,39,30,31,WARNING
STU22441,74,730,728,695,666,75,73,1,23,Day-Scholar,19,34,36,37,39,34,43,SAFE
STU22442,48,444,447,407,402,61,57,2,4,Hosteller,16,19,22,20,18,18,19,CRITICAL
STU22443,53,469,453,474,437,55,68,1,9,Day-Scholar,37,22,21,24,28,28,23,WARNING
STU22444,69,455,424,430,421,95,62,0,12,Day-Scholar,80,40,46,44,40,46,44,SAFE
STU22445,84,543,478,540,458,81,84,0,13,Day-Scholar,110,34,37,39,31,36,32,SAFE
STU22446,53,251,246,214,192,73,50,4,9,Hosteller,82,16,25,27,21,16,18,CRITICAL
STU22447,95,731,666,687,675,87,78,0,34,Hosteller,114,44,52,42,46,46,49,SAFE
STU22448,57,425,404,390,359,58,50,2,4,Hosteller,6,10,14,12,20,19,19,CRITICAL
STU22449,52,405,336,412,319,45,63,3,7,Hosteller,65,16,16,8,16,10,13,CRITICAL
STU22450,72,398,411,400,398,62,92,0,22,Day-Scholar,64,43,36,39,41,40,39,SAFE
STU22451,75,626,643,636,606,90,92,0,22,Hosteller,33,43,37,44,45,42,41,SAFE
STU22452,85,682,703,647,708,77,67,0,32,Hosteller,94,46,49,56,52,55,52,SAFE
STU22453,84,733,784,790,772,77,78,0,22,Hosteller,71,45,52,46,43,47,45,SAFE
STU22454,80,493,546,546,559,80,69,2,11,Hosteller,14,25,33,31,32,36,26,WARNING
STU22455,30,312,372,303,372,68,45,4,4,Day-Scholar,119,30,24,35,24,33,28,CRITICAL
STU22456,92,891,900,868,888,74,63,0,27,Day-Scholar,54,49,46,43,40,49,40,SAFE
STU22457,88,699,633,671,655,92,85,0,33,Hosteller,25,60,60,51,55,60,54,SAFE
STU22458,47,386,423,376,327,45,44,1,6,Hosteller,112,21,21,13,18,22,22,CRITICAL
STU22459,82,650,558,582,555,78,72,0,40,Day-Scholar,78,55,54,54,47,56,56,SAFE
STU22460,71,669,671,680,640,64,69,1,20,Day-Scholar,71,40,42,50,45,48,46,SAFE
STU22461,85,551,608,639,591,93,90,0,15,Day-Scholar,90,40,34,35,42,36,42,SAFE
STU22462,78,552,520,546,532,84,81,0,20,Hosteller,29,33,43,31,41,34,37,SAFE
STU22463,85,736,749,737,745,66,79,0,39,Day-Scholar,104,52,46,46,54,52,51,SAFE
STU22464,75,577,603,582,624,78,82,0,12,Hosteller,115,42,35,39,42,36,32,SAFE
STU22465,78,637,646,588,583,81,68,0,22,Hosteller,24,28,33,27,30,37,37,SAFE
STU22466,79,404,401,397,420,75,68,0,20,Hosteller,100,39,42,47,37,39,43,SAFE
STU22467,34,394,422,438,443,51,62,1,10,Hosteller,57,14,17,15,19,7,7,CRITICAL
STU22468,83,566,594,627,584,65,69,1,21,Day-Scholar,27,43,39,45,37,39,36,SAFE
STU22469,80,626,640,594,571,83,86,0,17,Day-Scholar,30,31,34,25,37,31,25,SAFE
STU22470,73,645,641,609,565,95,79,0,24,Day-Scholar,37,39,39,47,43,42,47,SAFE
STU22471,36,450,453,389,430,61,44,2,10,Day-Scholar,30,28,26,22,18,28,19,CRITICAL
STU22472,73,548,518,526,558,80,65,0,10,Day-Scholar,9,43,35,45,45,46,35,SAFE
STU22473,75,582,627,566,605,67,76,0,14,Day-Scholar,40,36,31,31,27,37,30,SAFE
STU22474,93,765,796,766,788,61,76,0,25,Day-Scholar,52,55,51,54,54,51,56,SAFE
STU22475,46,254,232,235,247,51,50,4,6,Hosteller,33,23,31,31,22,28,30,CRITICAL
STU22476,82,581,534,578,602,68,88,0,15,Hosteller,35,40,42,39,36,42,37,SAFE
STU22477,85,446,362,361,372,68,71,0,13,Day-Scholar,40,40,37,49,42,39,47,SAFE
STU22478,100,568,647,661,587,77,92,0,48,Hosteller,19,52,54,49,49,45,43,SAFE
STU22479,52,410,410,391,438,56,42,3,10,Day-Scholar,29,26,21,27,28,27,18,CRITICAL
STU22480,68,634,538,599,554,76,55,0,10,Hosteller,39,37,37,28,37,28,27,SAFE
STU22481,73,598,602,613,571,63,71,0,14,Hosteller,70,32,42,41,38,37,43,SAFE
STU22482,65,492,464,497,539,71,65,1,22,Day-Scholar,24,33,40,40,33,39,44,WARNING
STU22483,52,243,294,219,284,64,46,4,7,Hosteller,70,31,24,34,25,25,27,CRITICAL
STU22484,33,496,444,451,501,65,55,3,8,Day-Scholar,8,34,30,25,29,27,28,CRITICAL
STU22485,82,688,737,715,761,86,60,0,45,Hosteller,18,51,46,49,49,50,50,SAFE
STU22486,91,755,721,718,776,63,71,0,43,Day-Scholar,106,44,44,49,48,41,51,SAFE
STU22487,80,724,654,737,720,62,59,1,21,Day-Scholar,51,48,49,48,46,37,44,SAFE
STU22488,71,688,626,648,623,76,80,0,16,Hosteller,22,32,42,40,36,33,42,SAFE
STU22489,68,624,605,593,597,83,76,0,17,Hosteller,22,28,38,30,33,39,30,SAFE
STU22490,68,535,553,588,583,74,72,1,13,Day-Scholar,40,36,35,42,40,33,41,SAFE
STU22491,66,640,622,644,589,73,78,0,20,Day-Scholar,96,46,39,40,42,45,36,SAFE
STU22492,83,773,784,777,854,80,77,0,44,Day-Scholar,73,55,49,58,52,53,56,SAFE
STU22493,35,396,397,351,362,60,47,4,4,Hosteller,71,13,11,13,15,21,15,CRITICAL
STU22494,74,482,486,498,491,66,78,0,23,Hosteller,101,45,43,48,39,40,49,SAFE
STU22495,78,401,363,454,403,85,80,0,17,Day-Scholar,105,31,36,26,28,28,33,SAFE
STU22496,31,420,451,481,508,62,67,1,7,Day-Scholar,117,18,25,20,16,15,23,CRITICAL
STU22497,41,370,366,393,368,46,66,1,5,Hosteller,12,19,27,30,19,27,27,CRITICAL
STU22498,94,853,776,833,759,93,79,0,21,Hosteller,97,54,54,47,51,56,54,SAFE
STU22499,84,663,742,731,757,90,79,0,45,Hosteller,86,52,58,56,54,50,57,SAFE
STU22500,31,417,482,462,449,73,50,5,5,Day-Scholar,34,10,10,18,10,16,13,CRITICAL
STU22501,75,626,656,623,657,93,57,0,16,Hosteller,78,43,35,35,37,42,46,SAFE
STU22502,64,335,325,333,326,52,62,4,10,Day-Scholar,15,13,13,18,19,17,12,CRITICAL
STU22503,84,602,623,605,614,69,81,0,23,Hosteller,109,44,43,48,41,48,48,SAFE
STU22504,82,479,405,391,457,79,59,0,14,Day-Scholar,17,28,29,32,31,30,25,SAFE
STU22505,85,840,883,889,863,85,76,0,50,Day-Scholar,38,48,43,46,43,46,52,SAFE
STU22506,85,866,877,837,848,77,79,0,20,Day-Scholar,55,55,57,53,51,47,57,SAFE
STU22507,84,791,748,773,747,94,91,0,21,Hosteller,98,53,54,46,55,44,45,SAFE
STU22508,94,821,813,820,820,68,85,0,31,Hosteller,102,42,47,43,40,40,44,SAFE
STU22509,71,545,569,507,511,63,56,0,18,Day-Scholar,110,38,29,31,28,31,28,SAFE
STU22510,86,850,778,853,774,90,84,0,22,Day-Scholar,44,52,48,51,49,57,57,SAFE
STU22511,69,409,406,460,411,83,69,0,18,Day-Scholar,25,42,33,36,34,34,40,SAFE
STU22512,73,508,526,564,476,60,67,0,23,Hosteller,23,37,29,37,39,37,40,SAFE
STU22513,42,440,367,409,459,62,61,5,4,Day-Scholar,47,12,15,21,18,16,19,CRITICAL
STU22514,69,625,618,693,678,76,95,1,16,Day-Scholar,28,30,31,32,36,33,36,WARNING
STU22515,74,512,601,520,597,83,92,2,23,Hosteller,31,36,31,34,36,31,37,WARNING
STU22516,95,672,660,689,648,74,67,0,39,Day-Scholar,92,60,51,49,58,60,58,SAFE
STU22517,74,523,521,499,526,75,68,2,18,Hosteller,95,48,48,41,46,40,49,WARNING
STU22518,89,599,621,613,637,71,94,0,48,Day-Scholar,16,50,46,52,43,49,51,SAFE
STU22519,85,630,551,597,580,70,95,0,25,Day-Scholar,112,39,33,35,42,36,35,SAFE
STU22520,79,633,557,598,559,64,66,1,23,Hosteller,102,38,31,33,38,30,33,SAFE
STU22521,84,555,471,526,496,71,85,2,24,Hosteller,10,42,43,46,41,49,42,WARNING
STU22522,68,403,415,362,442,72,77,0,25,Hosteller,42,36,41,45,43,46,36,SAFE
STU22523,85,501,523,427,482,88,89,0,21,Hosteller,117,38,37,29,39,35,40,SAFE
STU22524,77,684,730,676,661,71,81,0,22,Day-Scholar,19,45,44,43,40,49,49,SAFE
STU22525,95,783,774,720,787,85,85,0,31,Day-Scholar,71,52,60,60,52,51,52,SAFE
STU22526,40,338,402,311,309,50,68,1,10,Hosteller,66,21,27,19,22,20,27,CRITICAL
STU22527,90,868,900,855,900,61,71,0,30,Hosteller,62,55,45,45,52,50,46,SAFE
STU22528,89,806,875,848,848,60,70,0,38,Day-Scholar,56,45,48,53,52,53,54,SAFE
STU22529,74,596,633,579,585,64,64,0,18,Day-Scholar,78,33,35,31,29,36,30,SAFE
STU22530,72,480,538,472,490,75,59,0,15,Hosteller,95,30,32,31,34,34,36,SAFE
STU22531,47,416,327,386,404,68,44,5,7,Day-Scholar,60,9,13,16,16,9,7,CRITICAL
STU22532,72,608,633,609,637,82,77,0,15,Hosteller,53,35,33,39,41,37,34,SAFE
STU22533,89,779,792,786,808,87,70,0,46,Hosteller,58,48,55,55,49,54,49,SAFE
STU22534,91,900,873,896,838,95,68,0,34,Day-Scholar,14,41,42,42,42,51,49,SAFE
STU22535,31,278,287,206,218,73,56,5,1,Day-Scholar,74,10,14,13,10,9,13,CRITICAL
STU22536,94,660,685,692,629,84,88,0,38,Day-Scholar,24,51,53,60,59,55,50,SAFE
STU22537,81,529,456,522,482,74,94,1,19,Hosteller,48,37,34,37,45,35,40,SAFE
STU22538,83,542,633,611,569,95,71,1,22,Hosteller,62,38,45,45,43,45,49,SAFE
STU22539,97,759,816,799,789,68,72,0,22,Hosteller,59,54,55,46,54,57,53,SAFE
STU22540,73,431,458,443,436,62,59,1,25,Day-Scholar,44,41,43,42,36,43,46,SAFE
STU22541,56,441,466,425,436,46,58,2,7,Hosteller,102,22,20,21,19,10,12,CRITICAL
STU22542,85,834,789,799,809,74,84,0,26,Hosteller,51,47,47,45,49,56,54,SAFE
STU22543,90,589,607,656,598,86,70,0,45,Day-Scholar,58,47,39,48,48,39,51,SAFE
STU22544,70,639,629,585,597,94,93,2,16,Hosteller,118,39,36,35,46,36,41,WARNING
STU22545,62,327,296,291,295,47,65,3,10,Hosteller,118,13,9,10,11,12,18,CRITICAL
STU22546,73,613,613,609,612,71,92,0,23,Day-Scholar,39,45,37,36,43,44,42,SAFE
STU22547,84,824,860,871,900,82,79,0,36,Day-Scholar,100,52,51,48,52,55,52,SAFE
STU22548,81,619,614,614,546,84,64,1,22,Day-Scholar,13,34,36,39,41,38,40,SAFE
STU22549,74,409,448,451,445,87,79,2,14,Hosteller,9,34,37,28,27,35,35,WARNING
STU22550,53,405,333,342,381,54,40,3,4,Day-Scholar,49,25,34,25,24,31,24,CRITICAL
STU22551,36,522,535,455,462,74,51,2,4,Day-Scholar,69,11,13,18,15,16,15,CRITICAL
STU22552,89,707,620,705,683,86,67,0,22,Hosteller,46,51,52,48,50,51,48,SAFE
STU22553,57,422,375,432,436,70,63,2,10,Day-Scholar,56,31,28,27,27,22,22,WARNING
STU22554,62,246,234,256,268,72,46,3,4,Hosteller,16,18,13,18,15,12,11,CRITICAL
STU22555,97,872,850,900,900,94,57,0,40,Hosteller,81,42,45,52,52,47,48,SAFE
STU22556,65,377,433,402,431,62,93,0,15,Hosteller,109,31,34,34,37,42,31,SAFE
STU22557,73,453,486,453,442,86,84,0,12,Hosteller,34,40,29,31,28,33,39,SAFE
STU22558,82,524,594,574,561,76,85,0,18,Hosteller,117,38,36,38,36,37,36,SAFE
STU22559,69,576,656,585,666,78,82,0,17,Hosteller,96,45,40,39,38,44,45,SAFE
STU22560,69,657,660,639,720,89,85,1,19,Day-Scholar,59,31,36,29,34,36,34,WARNING
STU22561,40,291,299,296,314,71,69,5,5,Day-Scholar,113,7,13,8,13,7,9,CRITICAL
STU22562,83,854,867,900,846,87,95,0,40,Hosteller,23,60,49,59,57,55,52,SAFE
STU22563,53,379,314,381,327,50,59,1,2,Day-Scholar,10,23,22,20,16,21,24,WARNING
STU22564,68,442,434,422,441,68,56,0,12,Hosteller,115,35,38,43,45,34,40,SAFE
STU22565,85,681,668,636,612,76,67,0,22,Day-Scholar,67,49,45,39,43,49,49,SAFE
STU22566,94,764,804,742,740,85,94,0,27,Day-Scholar,91,56,60,58,60,57,52,SAFE
STU22567,83,490,469,453,473,87,88,0,13,Day-Scholar,56,48,44,40,46,40,41,SAFE
STU22568,85,618,594,566,618,80,89,0,19,Hosteller,115,45,38,45,46,43,43,SAFE
STU22569,86,829,826,842,849,78,71,0,36,Hosteller,119,46,51,48,46,43,45,SAFE
STU22570,74,546,541,625,625,83,60,1,17,Hosteller,16,41,36,41,40,42,31,SAFE
STU22571,95,710,689,742,733,92,71,0,34,Day-Scholar,40,52,52,60,59,57,60,SAFE
STU22572,81,743,706,737,782,74,69,0,43,Hosteller,112,55,56,51,54,58,57,SAFE
STU22573,84,637,629,708,663,69,71,2,20,Hosteller,46,36,35,40,36,41,37,SAFE
STU22574,74,439,440,391,366,79,77,0,22,Hosteller,8,27,37,32,39,31,31,SAFE
STU22575,78,438,476,504,465,74,62,2,22,Day-Scholar,27,40,40,37,32,33,37,WARNING
STU22576,78,477,438,440,494,78,73,1,16,Day-Scholar,79,44,43,43,46,39,42,SAFE
STU22577,87,801,771,849,838,88,58,0,33,Day-Scholar,11,58,48,58,49,48,51,SAFE
STU22578,82,630,631,637,617,65,86,0,10,Hosteller,42,31,40,39,39,34,37,SAFE
STU22579,95,748,737,747,766,82,89,0,27,Day-Scholar,77,52,60,50,49,57,57,SAFE
STU22580,91,832,811,827,799,87,93,0,28,Hosteller,70,60,57,49,54,54,55,SAFE
STU22581,97,739,749,769,716,72,80,0,25,Day-Scholar,91,55,54,57,50,58,48,SAFE
STU22582,72,593,656,615,668,74,93,2,21,Hosteller,111,40,33,33,36,40,34,WARNING
STU22583,71,481,507,506,462,89,85,2,11,Hosteller,77,40,38,41,42,33,36,WARNING
STU22584,67,543,498,472,551,65,85,0,15,Day-Scholar,57,45,45,34,39,39,36,SAFE
STU22585,81,672,688,678,657,65,58,1,21,Day-Scholar,90,40,39,33,35,30,35,SAFE
STU22586,65,400,442,437,446,79,82,2,25,Hosteller,22,37,43,44,36,42,34,WARNING
STU22587,77,528,532,596,562,79,95,0,11,Hosteller,16,33,29,28,28,30,31,SAFE
STU22588,97,798,725,757,778,90,72,0,29,Day-Scholar,61,54,60,56,56,55,60,SAFE
STU22589,88,670,605,615,596,91,76,0,30,Hosteller,96,52,60,51,55,58,57,SAFE
STU22590,41,452,372,418,427,57,63,2,6,Hosteller,104,18,21,13,13,22,16,CRITICAL
STU22591,74,689,616,689,679,80,58,2,11,Day-Scholar,119,32,37,29,34,33,36,WARNING
STU22592,85,479,436,476,485,88,91,0,15,Hosteller,9,33,40,38,38,40,36,SAFE
STU22593,72,593,591,556,547,87,69,1,16,Day-Scholar,22,44,43,41,49,37,46,SAFE
STU22594,79,615,617,665,639,88,88,2,25,Hosteller,67,40,34,42,36,34,44,SAFE
STU22595,91,806,764,790,719,82,94,0,25,Day-Scholar,80,58,60,51,54,56,60,SAFE
STU22596,35,359,339,317,339,65,59,3,1,Day-Scholar,119,13,22,13,12,19,24,CRITICAL
STU22597,100,625,652,678,684,89,62,0,20,Hosteller,81,45,46,47,52,55,48,SAFE
STU22598,56,480,489,529,454,54,41,1,5,Day-Scholar,116,13,18,20,13,11,9,CRITICAL
STU22599,62,434,489,438,450,52,53,1,4,Day-Scholar,63,9,21,15,20,13,10,WARNING
STU22600,39,362,313,301,335,71,60,1,5,Day-Scholar,64,30,23,22,23,22,33,CRITICAL
STU22601,85,518,520,529,537,91,69,0,10,Day-Scholar,108,36,30,34,35,37,34,SAFE
STU22602,85,509,475,466,492,83,65,0,11,Day-Scholar,46,48,36,38,40,46,40,SAFE
STU22603,91,604,599,659,595,94,86,0,22,Hosteller,69,56,55,60,50,57,53,SAFE
STU22604,72,669,655,667,692,87,94,0,17,Day-Scholar,41,34,30,28,31,37,39,SAFE
STU22605,84,477,459,498,464,81,73,0,24,Day-Scholar,87,38,33,33,27,37,27,SAFE
STU22606,65,447,455,437,461,69,62,0,12,Day-Scholar,116,39,37,36,38,43,34,SAFE
STU22607,84,739,783,756,817,76,89,0,30,Hosteller,39,45,51,52,48,44,45,SAFE
STU22608,96,725,775,704,747,90,84,0,42,Day-Scholar,49,51,45,50,52,48,50,SAFE
STU22609,96,819,861,828,890,67,63,0,30,Day-Scholar,78,56,59,54,60,54,51,SAFE
STU22610,70,377,389,362,382,78,61,0,18,Hosteller,78,40,44,45,45,45,39,SAFE
STU22611,44,261,227,196,188,58,54,5,4,Hosteller,58,7,18,16,17,9,15,CRITICAL
STU22612,74,630,661,709,691,94,67,1,22,Hosteller,29,39,33,34,42,34,33,SAFE
STU22613,51,297,319,303,369,55,58,4,4,Hosteller,31,16,12,17,12,22,21,CRITICAL
STU22614,70,640,607,617,553,60,80,0,23,Hosteller,66,33,37,33,34,34,42,SAFE
STU22615,99,890,880,813,853,77,84,0,50,Hosteller,52,54,58,58,52,55,50,SAFE
STU22616,75,637,683,689,673,94,74,0,12,Hosteller,105,43,43,39,37,46,47,SAFE
STU22617,98,816,854,831,768,70,63,0,24,Hosteller,106,40,43,40,49,49,42,SAFE
STU22618,60,208,226,292,261,70,64,2,7,Hosteller,69,25,31,26,30,22,24,WARNING
STU22619,54,287,368,305,283,66,50,3,10,Day-Scholar,98,20,27,18,24,25,16,CRITICAL
STU22620,89,855,892,882,883,71,65,0,20,Hosteller,50,54,60,59,49,60,54,SAFE
STU22621,76,583,630,616,578,90,60,0,24,Day-Scholar,114,40,43,43,40,41,43,SAFE
STU22622,99,822,844,900,825,63,66,0,29,Hosteller,120,51,42,47,46,51,49,SAFE
STU22623,85,444,409,414,425,80,71,0,11,Day-Scholar,26,34,45,40,41,37,45,SAFE
STU22624,95,655,682,621,632,70,83,0,20,Day-Scholar,88,46,49,45,45,44,54,SAFE
STU22625,72,523,534,487,551,74,86,2,23,Day-Scholar,117,37,37,42,39,36,36,WARNING
STU22626,67,398,427,450,394,95,64,0,14,Hosteller,75,45,43,38,45,43,40,SAFE
STU22627,53,370,343,340,351,46,52,4,4,Day-Scholar,80,30,29,25,30,29,25,CRITICAL
STU22628,96,765,788,806,831,62,84,0,33,Day-Scholar,16,40,49,43,49,45,52,SAFE
STU22629,92,695,728,714,695,67,68,0,36,Hosteller,86,42,47,40,51,49,45,SAFE
STU22630,85,479,453,434,490,80,92,0,23,Day-Scholar,75,41,43,46,43,37,36,SAFE
STU22631,67,435,477,486,462,69,65,0,19,Day-Scholar,64,45,45,40,36,39,43,SAFE
STU22632,46,464,447,439,448,48,58,1,9,Hosteller,20,21,17,25,25,26,27,WARNING
STU22633,41,348,334,385,309,59,56,4,8,Day-Scholar,109,10,18,15,13,9,12,CRITICAL
STU22634,39,479,483,465,461,67,42,1,3,Hosteller,27,17,21,22,18,23,16,CRITICAL
STU22635,67,689,723,636,704,62,75,1,24,Day-Scholar,44,40,43,45,47,49,43,SAFE
STU22636,65,523,544,566,606,92,62,0,16,Hosteller,92,45,40,36,33,37,36,SAFE
STU22637,40,323,296,244,324,58,62,3,9,Hosteller,13,16,16,22,12,16,18,CRITICAL
STU22638,82,900,900,900,900,90,80,0,26,Hosteller,47,55,51,45,51,55,54,SAFE
STU22639,73,544,484,455,459,94,85,1,18,Day-Scholar,120,28,27,32,33,27,33,WARNING
STU22640,47,417,394,412,415,58,65,5,7,Day-Scholar,50,15,15,17,19,19,21,CRITICAL
STU22641,77,456,445,439,454,77,75,0,16,Day-Scholar,30,27,36,36,25,36,29,SAFE
STU22642,86,659,673,646,647,78,90,0,27,Hosteller,53,49,52,46,46,44,48,SAFE
STU22643,75,593,556,593,617,75,88,0,20,Day-Scholar,82,43,41,40,36,45,44,SAFE
STU22644,77,570,495,503,512,80,90,0,18,Day-Scholar,114,34,43,35,44,37,37,SAFE
STU22645,84,426,482,485,508,76,71,2,11,Day-Scholar,117,34,37,40,38,44,40,SAFE
STU22646,94,845,874,861,863,95,81,0,25,Hosteller,10,49,60,50,54,51,57,SAFE
STU22647,75,646,633,634,607,78,80,0,23,Hosteller,36,37,47,42,42,36,38,SAFE
STU22648,48,394,432,403,437,50,49,4,1,Hosteller,50,17,25,24,19,22,16,CRITICAL
STU22649,79,550,525,525,593,63,81,0,14,Day-Scholar,11,42,43,39,43,31,35,SAFE
STU22650,69,428,444,457,420,84,76,0,24,Day-Scholar,77,26,34,34,29,30,34,SAFE
STU22651,35,262,335,316,290,68,65,3,3,Hosteller,35,16,16,20,22,18,25,CRITICAL
STU22652,68,546,640,582,594,61,80,0,13,Hosteller,60,27,34,30,27,27,28,WARNING
STU22653,31,466,448,428,434,65,66,2,10,Day-Scholar,86,16,23,26,25,18,15,CRITICAL
STU22654,75,415,384,390,473,64,75,0,21,Day-Scholar,97,32,40,37,30,37,33,SAFE
STU22655,84,732,730,657,706,69,93,0,19,Hosteller,44,35,43,44,37,37,37,SAFE
STU22656,66,563,510,485,508,70,84,0,16,Hosteller,97,40,48,49,39,45,45,SAFE
STU22657,68,647,648,563,591,73,74,1,11,Hosteller,48,32,37,27,29,28,27,WARNING
STU22658,85,631,688,595,652,94,63,0,20,Hosteller,32,39,40,36,39,39,37,SAFE
STU22659,43,389,375,369,381,66,57,1,9,Day-Scholar,102,16,12,16,13,12,10,CRITICAL
STU22660,79,581,544,508,596,60,76,0,17,Day-Scholar,84,37,36,37,34,31,33,SAFE
STU22661,85,554,595,608,604,62,79,0,18,Hosteller,66,34,36,36,38,33,40,SAFE
STU22662,69,630,616,584,564,60,68,0,12,Day-Scholar,75,38,39,39,35,30,33,SAFE
STU22663,76,648,655,614,671,67,60,0,22,Day-Scholar,15,34,38,40,42,38,36,SAFE
STU22664,58,358,319,297,340,66,63,5,6,Day-Scholar,98,22,21,23,17,14,16,CRITICAL
STU22665,90,606,636,597,607,83,62,0,25,Hosteller,120,55,56,57,52,49,48,SAFE
STU22666,43,243,319,251,246,54,49,2,8,Hosteller,26,25,30,27,28,30,18,CRITICAL
STU22667,82,463,480,521,497,82,85,0,22,Day-Scholar,88,46,49,48,45,41,47,SAFE
STU22668,93,617,611,650,570,60,80,0,21,Hosteller,23,57,60,51,53,51,51,SAFE
STU22669,96,840,833,790,786,95,80,0,31,Hosteller,54,52,42,45,40,48,43,SAFE
STU22670,63,198,240,239,230,55,64,5,8,Day-Scholar,6,25,13,23,15,23,13,CRITICAL
STU22671,100,685,726,704,656,74,60,0,21,Day-Scholar,38,47,55,54,51,49,45,SAFE
STU22672,65,470,497,468,526,84,77,0,13,Hosteller,90,31,30,30,34,33,30,SAFE
STU22673,81,834,816,842,770,82,78,0,25,Day-Scholar,56,58,49,59,57,58,50,SAFE
